1 1
2 2
3 3
4 4
5 17
6 18
7 19
8 40
9 41
10 42
11 43
12 44
13 45
14 46
15 47
16 48
17 49
18 50
19 85
20 86
21 87
22 84
23 83
24 1000
25 2000
26 2000
27 2000
